"word";"in documents";"total";"att_1"
"galwai";2;7;
"game";5;8;
"gannet";1;2;
"gaol";2;4;
"garb";1;1;
"garden";5;36;
"gardin";1;1;
"garner";1;1;
"garrison";3;4;
"gastropub";1;1;
"gaybelfast";1;2;
"gaze";2;2;
"gazebo";1;1;
"gb";1;1;
"gcn";1;1;
"gear";1;2;
"gees";1;1;
"gener";3;13;
"generos";1;1;
"genoa";1;1;
"gentil";1;1;
"gentl";2;3;
"gentlemen";1;1;
"gentler";1;2;
"geolog";1;1;
"geologi";1;1;
"georg";3;6;
"georgian";5;18;
"gerard";1;2;
"german";1;2;
"germani";2;2;
"germin";1;1;
"gerri";1;1;
"gestur";1;1;
"ghost";3;3;
"giant";4;6;
"gibraltar";1;2;
"gift";1;1;
"gig";1;2;
"gilroi";1;1;
"gilt";1;1;
"gin";1;1;
"girl";1;1;
"girona";1;1;
"gladli";1;2;
"glanc";2;3;
"glare";1;1;
