"word";"in documents";"total";"att_1"
"inê";1;1;
"ip";1;3;
"iri";1;1;
"iron";4;5;
"irrepar";1;1;
"irrig";1;1;
"islam";1;1;
"island";1;4;
"ivi";2;2;
"j";1;1;
"jangl";1;1;
"januari";2;2;
"jardim";1;1;
"jaunti";1;1;
"jazz";2;3;
"jean";1;1;
"jeep";2;2;
"jesuit";1;2;
"jet";1;1;
"jetti";2;2;
"jettison";1;1;
"jewelleri";1;1;
"joanina";1;3;
"job";2;2;
"john";1;2;
"jorg";1;1;
"josé";2;4;
"joão";6;18;
"judg";1;1;
"juli";5;11;
"julia";1;1;
"juliu";1;1;
"junction";1;2;
"june";4;6;
"jungl";1;1;
"junip";1;1;
"junk";2;2;
"junqueiro";1;1;
"jut";1;1;
"k";10;20;
"kayak";2;6;
"keen";1;1;
"kernel";1;1;
"kew";1;1;
"khalifa";1;1;
