"word";"in documents";"total";"att_1"
"inexpens";1;2;
"infant";1;1;
"infertil";1;1;
"infinit";1;1;
"influenc";5;7;
"influx";4;4;
"infrastructur";1;1;
"inhabit";7;9;
"initi";1;1;
"inlaid";1;1;
"inlet";1;1;
"innumer";1;1;
"inoúss";1;2;
"inroad";1;1;
"inscrib";2;2;
"insight";1;1;
"insignific";1;1;
"instal";1;1;
"institut";1;1;
"instrument";1;2;
"insur";1;1;
"integr";1;1;
"intellectu";2;3;
"intens";1;2;
"interest";7;17;
"interior";5;7;
"intern";3;8;
"interrupt";1;1;
"intersect";1;1;
"interv";1;1;
"intim";1;1;
"intimaci";1;1;
"intransig";1;1;
"intrigu";1;2;
"introduc";1;2;
"invad";3;3;
"invari";1;1;
"invas";2;2;
"inventor";1;1;
"invit";1;2;
"iphigeneia";1;1;
"iron";3;3;
"irrefut";1;1;
"irrig";1;1;
"irrupt";1;1;
"iríni";1;1;
"islet";4;9;
"isol";3;5;
"issu";1;1;
"istanbul";2;2;
