"word";"in documents";"total";"att_1"
"lakes_mamri";1;1;
"lakes_poland";1;2;
"lakes_riv";1;1;
"lakes_travel";1;1;
"lakesid";1;1;
"lakeside_villag";1;1;
"land";1;1;
"land_tini";1;1;
"landmark";1;1;
"landmark_rac?awic";1;1;
"lang";10;20;
"lang_origin";10;20;
"languag";1;1;
"language_tour";1;1;
"laundri";1;1;
"laundry_servic";1;1;
"learn_book";1;1;
"learn_rel";9;9;
"leav";1;1;
"leaving_varsovian";1;1;
"level";10;11;
"level_feel";1;1;
"levels_comfort";10;10;
"li";1;1;
"liber";1;1;
"liberation_rout";1;1;
"lie_remind";1;1;
"lies_vast";1;1;
"limb";1;1;
"limbs_pot";1;1;
"line";1;1;
"line_visitor";1;1;
"link";1;1;
"linked_gatewai";1;1;
"lived_infuri";1;1;
"lively_centr";1;1;
"lively_old";1;1;
"ll";2;2;
"ll_find";2;2;
"local_expert";10;10;
"local_travel";10;10;
"locals_troop";1;1;
"logist";10;10;
"logistics_exhaust";10;10;
"london_s";10;10;
"look";1;1;
"lot";1;1;
"lot_high";1;1;
"love";10;10;
"love_plan";10;10;
"lsid";10;20;
"lsid_lsosid";10;20;
"lsosid";10;20;
"lsosid_nid";10;20;
"lu_reg";10;20;
"lynx";1;1;
"lynx_bear";1;1;
"m";1;1;
"m_sea";1;1;
"made_trip";10;10;
"magnificently_orn";1;1;
"main_sight";1;1;
"main_squar";2;2;
"main_town";1;1;
"main_train";1;1;
"mainli";1;1;
"mainly_?rodmie?ci";1;1;
"major_c";1;1;
"make_tim";1;1;
"make_websit";10;10;
"mall";1;1;
"mall_citi";1;1;
"mamri";1;1;
"mamry_?niardwi";1;1;
"mandatory_deselect";10;10;
"march";1;1;
"march_pm";1;1;
"mark";1;1;
"marked_trail";1;1;
"market";10;11;
"market_squar";1;1;
"marketing_cooki";10;10;
"mazuri";1;3;
"mazurian";1;2;
"mazurian_lak";1;2;
"mazury_info";1;1;
"mazury_li";1;1;
"mazury_tricki";1;1;
"meant_liv";1;1;
"mediev";2;2;
"medieval_europ";1;1;
"medieval_quart";1;1;
"meticul";1;1;
"meticulously_reconstruct";1;1;
"metr";1;1;
"miasto";3;3;
"miasto_book";1;1;
"miasto_north";1;1;
"miasto_swarm";1;1;
"mikolajki";1;1;
"mikolajki_tim";1;1;
"mill";10;10;
"mill_street";10;10;
"min";2;2;
"min_z?";1;1;
"mine";1;1;
"mines_rough";1;1;
"mins_countri";1;1;
"mix";1;1;
"mix_gleam";1;1;
"mocak";3;3;
"mocak_museum";3;3;
"mon";2;2;
"mon_sat";2;2;
"monarch";1;2;
"monarchs_buri";1;1;
"monarchs_jun";1;1;
"monument";2;2;
"monument_work";1;1;
"monuments_hail";1;1;
"mountain";1;1;
"mountains_beauti";1;1;
"movement";1;1;
"movement_kil";1;1;
"museum";6;6;
"museum_contemporari";3;3;
"museum_displai";1;1;
"museum_histori";1;1;
"museum_wyspa";1;1;
"nation";3;3;
"nation_citizen";1;1;
"national_museum";1;1;
"national_park";1;1;
"natur";1;1;
"nature_";1;1;
"navig";10;10;
"navigation_access";10;10;
"nazi";1;1;
"nazis_warsaw";1;1;
"nearby_palac";1;1;
"necessari";10;10;
"necessary_cooki";10;10;
"newslett";10;10;
"newsletter_weekli";10;10;
"nid";10;20;
"nid_pref";10;20;
"nightlif";1;1;
"nightlife_kraków";1;1;
"nineteenth_centuri";1;1;
"nineti";1;1;
"ninety_metr";1;1;
"non_guid";1;1;
"noon";2;3;
"noon_pm";2;3;
"north";5;6;
"north_bank";1;1;
"north_loom";1;1;
"north_plenti";1;1;
"north_rynek";1;1;
"northwest_corn";1;1;
"notori";1;1;
"notorious_cast";1;1;
"nov";2;2;
"nov_march";1;1;
"number";2;2;
"number_bar";1;1;
"number_impress";1;1;
"numer";1;1;
"numerous_trail";1;1;
"oct";1;1;
"oct_pm";1;1;
"octob";1;1;
"october_particip";1;1;
"offer";2;2;"0.0499912366971739"
"offering_fre";1;1;
"offers_perfect";1;1;
"offic";3;3;
"office_build";1;1;
"office_pl";1;1;
"offices_ul";1;1;
"olsztyn_run";1;1;
"ones_inevit";1;1;
"ongo";1;1;
"ongoing_process";1;1;
"option";1;1;
"option_bas";1;1;
"order";1;1;
"ordered_tot";1;1;
"origin";10;20;
"original_refer";10;20;
"ostrów";1;1;
"ostrów_tumski";1;1;
"outbreak";1;1;
"outbreak_world";1;1;
"oven";1;1;
"ovens_bodi";1;1;
"owned_apa";10;20;
"owner";10;10;
"owners_understand";10;10;
"o?wi?cim";1;1;
"o?wi?cim_town";1;1;
"pack";10;11;
"packed_bizarr";1;1;
"packed_person";10;10;
"page";10;10;
"page_navig";10;10;
"pair";1;1;
"palac";3;5;
"palace_cultur";1;2;
"palace_rough";1;1;
"palaces_meticul";1;1;
"palaces_univers";1;1;
"pan";1;1;
"panorama";1;1;
"panorama_n";1;1;
"pans_confisc";1;1;
"paradis";2;2;
"paradise_essenti";1;1;
"paradise_hik";1;1;
"park";2;2;
"park_europ";1;1;
"parks_east";1;1;
"part";1;1;"0.06682691780147322"
"part_juli";1;1;
"parti";10;11;
"particip";1;1;
"participation_guid";1;1;
"particular_aspect";1;1;
"particular_n";1;1;
"partner";10;20;
"partnered_loc";10;10;
"partners_book";8;8;
"partners_hik";1;1;
"partners_poland";1;1;
"party_advertis";10;10;
"party_sun";1;1;
"pass";2;2;
"passes_underground";1;1;
"passing_interest";1;1;
"pastri";1;1;
"pastries_book";1;1;
"peak";1;1;
"peaks_popul";1;1;
"percent";1;1;
"percent_warsaw";1;1;
"perfect_condit";1;1;
"person";10;20;
"personal_data";10;10;
"personality_stimul";10;10;
"phrasebook";1;1;
"phrasebook_dictionari";1;1;
"piasek";1;1;
"piasek_ostrów";1;1;
"piastowski";1;1;
"piastowskie_shipyard";1;1;
"pick";1;1;
"pick_pinnacl";1;1;
"picturesqu";1;1;"0.0956077047468653"
"picturesque_star";1;1;
"pijarska";1;1;
"pijarska_sit";1;1;
"pinnacl";1;1;
"pinnacles_zakopan";1;1;
"pisid";10;20;
"pisid_beat";10;20;
"pizzeria";1;1;
"pizzeria_numb";1;1;
"pl";2;2;
"pl_spread";1;1;
"pl_wolnosci";1;1;
"place";10;22;
"place_en";1;1;
"place_learn";10;10;
"place_year";1;1;
"places_escap";9;9;
"places_visit";1;1;
"plan";10;30;
"plan_book";10;10;
"planned_book";10;10;
"planning_find";10;10;
"pleas";10;10;
"please_upgrad";10;10;
"plenti";1;1;
"plenty_good";1;1;
"pm";6;22;
"pm_";1;1;
"pm_dec";1;1;
"pm_fri";1;2;
"pm_jan";1;1;
"pm_juli";1;1;
"pm_km";1;1;
"pm_nov";1;1;
"pm_sat";1;2;
"pm_sept";1;1;
"pm_starybrowar";1;1;
"pm_sun";2;3;
"pm_ticket";1;1;
"pm_want";1;1;
"pm_z?";3;5;
"pocket";1;1;
"pocket_rough";1;1;
"poignantli";1;1;
"poignantly_set";1;1;
"poland";10;57;
"poland_";3;5;
"poland_book";1;1;
"poland_com";1;1;
"poland_comprehens";2;2;
"poland_featur";9;9;
"poland_genuin";1;1;
"poland_german";1;1;
"poland_get";10;10;
"poland_insert";1;1;
"poland_interest";1;1;
"poland_old";1;1;
"poland_poland";2;2;
"poland_travel";3;3;
"polici";10;10;
"policy_agre";10;10;
"polish";3;4;
"polish_capit";1;1;
"polish_jew";1;1;
"polish_monarch";1;1;
"polish_pass";1;1;
"polit";1;1;
"political_strif";1;1;
"pop";1;1;
"pop_summ";1;1;
"popul";1;1;
"popular_loc";1;1;
"popular_pizzeria";1;1;
"populated_lynx";1;1;
"portug";1;1;
"portugal_sign";1;1;
"posit";1;1;
"position_berlin";1;1;
"pot";1;1;
"pots_pan";1;1;
"poznan";1;1;
"poznan_poland";1;1;
"pref";10;20;
"pref_rmm";10;20;
"price";2;2;
"price_includ";1;1;
"prices_doubl";1;1;
"pricier";1;1;
"pricier_elsewher";1;1;
"primit";1;1;
"primitive_boat";1;1;
"prison";1;1;
"prison_block";1;1;
"privaci";10;10;
"privacy_polici";10;10;
"privat";1;1;
"private_hostel";1;1;
"process";10;21;
"process_main";1;1;
"process_person";10;10;
"processing_purchas";10;10;
"promin";1;1;
"prominent_landmark";1;1;
"properli";10;10;
"properly_cooki";10;10;
"prosper";1;1;
"prosperous_c";1;1;
"prosthetic_limb";1;1;
"publishers_third";10;10;
"purchas";10;10;
"purchase_i";10;10;
"pyrene";1;1;
"pyrenees_poland";1;1;
"pó?wiejska";1;1;
"pó?wiejska_mon";1;1;
"quarter";1;1;
"quarters_fin";1;1;
"quiet_holi";1;1;
"quieter";1;1;
"quieter_gener";1;1;
"quizz";9;9;
"quizzes_video";9;9;
"rac?awic";1;1;
"rac?awice_panorama";1;1;
"rail";1;1;
"rail_lin";1;1;
"rambl";1;1;
"rambles_enorm";1;1;
"read_agre";10;20;
"rebellion";1;1;
"rebellions_outbreak";1;1;
"rebuilding_ongo";1;1;
"reconstructed_old";1;1;
"reconstructed_war";1;1;
"red_brick";1;1;
"ref";10;40;
"ref_";10;20;
"ref_reg";10;20;
"referer_guest";10;20;
"referer_rememb";10;20;
"reg";10;60;
